CX, 0, 1, 24, 10, 0.22887399999999997
CX, 0, 2, 24, 10, 0.21526900000000002
CX, 0, 3, 24, 10, 0.21092099999999997
CX, 0, 4, 24, 10, 0.21254599999999998
CX, 0, 5, 24, 10, 0.20436300000000002
CX, 0, 6, 24, 10, 0.20466700000000002
CX, 0, 7, 24, 10, 0.21235400000000001
CX, 0, 8, 24, 10, 0.221245
CX, 0, 9, 24, 10, 0.20534400000000003
CX, 1, 0, 24, 10, 0.23247
CX, 1, 2, 24, 10, 0.18901700000000002
CX, 1, 3, 24, 10, 0.18353499999999998
CX, 1, 4, 24, 10, 0.18534399999999998
CX, 1, 5, 24, 10, 0.182406
CX, 1, 6, 24, 10, 0.184647
CX, 1, 7, 24, 10, 0.185037
CX, 1, 8, 24, 10, 0.18747900000000003
CX, 1, 9, 24, 10, 0.17103899999999997
CX, 2, 0, 24, 10, 0.23935800000000002
CX, 2, 1, 24, 10, 0.20177400000000004
CX, 2, 3, 24, 10, 0.16637800000000003
CX, 2, 4, 24, 10, 0.169101
CX, 2, 5, 24, 10, 0.16761299999999998
CX, 2, 6, 24, 10, 0.167339
CX, 2, 7, 24, 10, 0.16583099999999998
CX, 2, 8, 24, 10, 0.175951
CX, 2, 9, 24, 10, 0.160527
CX, 3, 0, 24, 10, 0.22882
CX, 3, 1, 24, 10, 0.17862200000000003
CX, 3, 2, 24, 10, 0.182838
CX, 3, 4, 24, 10, 0.159936
CX, 3, 5, 24, 10, 0.162801
CX, 3, 6, 24, 10, 0.157895
CX, 3, 7, 24, 10, 0.15694799999999998
CX, 3, 8, 24, 10, 0.15832300000000002
CX, 3, 9, 24, 10, 0.157119
CX, 4, 0, 24, 10, 0.210192
CX, 4, 1, 24, 10, 0.18174200000000001
CX, 4, 2, 24, 10, 0.17069199999999998
CX, 4, 3, 24, 10, 0.16331700000000002
CX, 4, 5, 24, 10, 0.159281
CX, 4, 6, 24, 10, 0.156073
CX, 4, 7, 24, 10, 0.167512
CX, 4, 8, 24, 10, 0.16379
CX, 4, 9, 24, 10, 0.150164
CX, 5, 0, 24, 10, 0.214121
CX, 5, 1, 24, 10, 0.17683600000000002
CX, 5, 2, 24, 10, 0.164772
CX, 5, 3, 24, 10, 0.162839
CX, 5, 4, 24, 10, 0.167432
CX, 5, 6, 24, 10, 0.16397599999999998
CX, 5, 7, 24, 10, 0.16296399999999997
CX, 5, 8, 24, 10, 0.162341
CX, 5, 9, 24, 10, 0.162023
CX, 6, 0, 24, 10, 0.211249
CX, 6, 1, 24, 10, 0.18323499999999998
CX, 6, 2, 24, 10, 0.16852999999999999
CX, 6, 3, 24, 10, 0.155084
CX, 6, 4, 24, 10, 0.16535899999999998
CX, 6, 5, 24, 10, 0.163409
CX, 6, 7, 24, 10, 0.161313
CX, 6, 8, 24, 10, 0.16212200000000002
CX, 6, 9, 24, 10, 0.16096200000000002
CX, 7, 0, 24, 10, 0.205948
CX, 7, 1, 24, 10, 0.189883
CX, 7, 2, 24, 10, 0.165281
CX, 7, 3, 24, 10, 0.16587000000000002
CX, 7, 4, 24, 10, 0.160204
CX, 7, 5, 24, 10, 0.15871300000000002
CX, 7, 6, 24, 10, 0.156296
CX, 7, 8, 24, 10, 0.16471900000000003
CX, 7, 9, 24, 10, 0.16333799999999998
CX, 8, 0, 24, 10, 0.21303200000000003
CX, 8, 1, 24, 10, 0.18494
CX, 8, 2, 24, 10, 0.176649
CX, 8, 3, 24, 10, 0.166209
CX, 8, 4, 24, 10, 0.16425499999999998
CX, 8, 5, 24, 10, 0.16706700000000002
CX, 8, 6, 24, 10, 0.16491499999999998
CX, 8, 7, 24, 10, 0.154865
CX, 8, 9, 24, 10, 0.148385
CX, 9, 0, 24, 10, 0.21549700000000002
CX, 9, 1, 24, 10, 0.202038
CX, 9, 2, 24, 10, 0.161732
CX, 9, 3, 24, 10, 0.16270199999999999
CX, 9, 4, 24, 10, 0.16395
CX, 9, 5, 24, 10, 0.158342
CX, 9, 6, 24, 10, 0.15737800000000002
CX, 9, 7, 24, 10, 0.159763
CX, 9, 8, 24, 10, 0.158178
CX, 0, 1, 24, 11, 0.239719
CX, 0, 2, 24, 11, 0.270246
CX, 0, 3, 24, 11, 0.216529
CX, 0, 4, 24, 11, 0.24366900000000002
CX, 0, 5, 24, 11, 0.212578
CX, 0, 6, 24, 11, 0.214942
CX, 0, 7, 24, 11, 0.24950300000000003
CX, 0, 8, 24, 11, 0.20980900000000002
CX, 0, 9, 24, 11, 0.20433099999999998
CX, 0, 10, 24, 11, 0.21563
CX, 1, 0, 24, 11, 0.245613
CX, 1, 2, 24, 11, 0.18589000000000003
CX, 1, 3, 24, 11, 0.17742999999999998
CX, 1, 4, 24, 11, 0.184424
CX, 1, 5, 24, 11, 0.18818600000000002
CX, 1, 6, 24, 11, 0.182078
CX, 1, 7, 24, 11, 0.17334
CX, 1, 8, 24, 11, 0.182638
CX, 1, 9, 24, 11, 0.186887
CX, 1, 10, 24, 11, 0.192837
CX, 2, 0, 24, 11, 0.21335900000000002
CX, 2, 1, 24, 11, 0.19061999999999998
CX, 2, 3, 24, 11, 0.19208
CX, 2, 4, 24, 11, 0.177894
CX, 2, 5, 24, 11, 0.18025099999999997
CX, 2, 6, 24, 11, 0.17180299999999998
CX, 2, 7, 24, 11, 0.18304399999999998
CX, 2, 8, 24, 11, 0.170875
CX, 2, 9, 24, 11, 0.177344
CX, 2, 10, 24, 11, 0.181215
CX, 3, 0, 24, 11, 0.237109
CX, 3, 1, 24, 11, 0.179797
CX, 3, 2, 24, 11, 0.179525
CX, 3, 4, 24, 11, 0.16020600000000002
CX, 3, 5, 24, 11, 0.15855899999999998
CX, 3, 6, 24, 11, 0.162284
CX, 3, 7, 24, 11, 0.164546
CX, 3, 8, 24, 11, 0.15851400000000002
CX, 3, 9, 24, 11, 0.1665
CX, 3, 10, 24, 11, 0.163828
CX, 4, 0, 24, 11, 0.21012699999999998
CX, 4, 1, 24, 11, 0.182275
CX, 4, 2, 24, 11, 0.167774
CX, 4, 3, 24, 11, 0.16523500000000002
CX, 4, 5, 24, 11, 0.16184700000000002
CX, 4, 6, 24, 11, 0.156704
CX, 4, 7, 24, 11, 0.167427
CX, 4, 8, 24, 11, 0.156753
CX, 4, 9, 24, 11, 0.161889
CX, 4, 10, 24, 11, 0.159832
CX, 5, 0, 24, 11, 0.212321
CX, 5, 1, 24, 11, 0.18659499999999998
CX, 5, 2, 24, 11, 0.171194
CX, 5, 3, 24, 11, 0.167117
CX, 5, 4, 24, 11, 0.162243
CX, 5, 6, 24, 11, 0.152628
CX, 5, 7, 24, 11, 0.16392199999999998
CX, 5, 8, 24, 11, 0.15482300000000002
CX, 5, 9, 24, 11, 0.1607
CX, 5, 10, 24, 11, 0.159065
CX, 6, 0, 24, 11, 0.203361
CX, 6, 1, 24, 11, 0.179232
CX, 6, 2, 24, 11, 0.17337000000000002
CX, 6, 3, 24, 11, 0.164865
CX, 6, 4, 24, 11, 0.15774900000000003
CX, 6, 5, 24, 11, 0.156366
CX, 6, 7, 24, 11, 0.160166
CX, 6, 8, 24, 11, 0.160622
CX, 6, 9, 24, 11, 0.157548
CX, 6, 10, 24, 11, 0.150735
CX, 7, 0, 24, 11, 0.21491799999999997
CX, 7, 1, 24, 11, 0.181235
CX, 7, 2, 24, 11, 0.181345
CX, 7, 3, 24, 11, 0.168794
CX, 7, 4, 24, 11, 0.164079
CX, 7, 5, 24, 11, 0.15965400000000002
CX, 7, 6, 24, 11, 0.16181500000000001
CX, 7, 8, 24, 11, 0.16198500000000002
CX, 7, 9, 24, 11, 0.159279
CX, 7, 10, 24, 11, 0.163696
CX, 8, 0, 24, 11, 0.22465
CX, 8, 1, 24, 11, 0.193103
CX, 8, 2, 24, 11, 0.176979
CX, 8, 3, 24, 11, 0.159022
CX, 8, 4, 24, 11, 0.16591899999999998
CX, 8, 5, 24, 11, 0.16213999999999998
CX, 8, 6, 24, 11, 0.157997
CX, 8, 7, 24, 11, 0.160624
CX, 8, 9, 24, 11, 0.20219399999999998
CX, 8, 10, 24, 11, 0.150832
CX, 9, 0, 24, 11, 0.207325
CX, 9, 1, 24, 11, 0.17768899999999999
CX, 9, 2, 24, 11, 0.176471
CX, 9, 3, 24, 11, 0.158846
CX, 9, 4, 24, 11, 0.162287
CX, 9, 5, 24, 11, 0.15476600000000001
CX, 9, 6, 24, 11, 0.16314399999999998
CX, 9, 7, 24, 11, 0.16189399999999998
CX, 9, 8, 24, 11, 0.163821
CX, 9, 10, 24, 11, 0.15535200000000002
CX, 10, 0, 24, 11, 0.205656
CX, 10, 1, 24, 11, 0.187218
CX, 10, 2, 24, 11, 0.171234
CX, 10, 3, 24, 11, 0.16502
CX, 10, 4, 24, 11, 0.160382
CX, 10, 5, 24, 11, 0.16048099999999998
CX, 10, 6, 24, 11, 0.155665
CX, 10, 7, 24, 11, 0.153428
CX, 10, 8, 24, 11, 0.155644
CX, 10, 9, 24, 11, 0.14773599999999998
CX, 0, 1, 24, 12, 0.231654
CX, 0, 2, 24, 12, 0.218175
CX, 0, 3, 24, 12, 0.21721000000000001
CX, 0, 4, 24, 12, 0.21948399999999998
CX, 0, 5, 24, 12, 0.217764
CX, 0, 6, 24, 12, 0.221866
CX, 0, 7, 24, 12, 0.21520399999999998
CX, 0, 8, 24, 12, 0.215515
CX, 0, 9, 24, 12, 0.21307600000000002
CX, 0, 10, 24, 12, 0.218704
CX, 0, 11, 24, 12, 0.20475799999999997
CX, 1, 0, 24, 12, 0.22410699999999997
