H, 0, 24, 10, 0.36201900000000004
H, 1, 24, 10, 0.227412
H, 2, 24, 10, 0.198794
H, 3, 24, 10, 0.19477
H, 4, 24, 10, 0.21471099999999999
H, 5, 24, 10, 0.176348
H, 6, 24, 10, 0.18930599999999997
H, 7, 24, 10, 0.186361
H, 8, 24, 10, 0.183375
H, 9, 24, 10, 0.18126
H, 0, 24, 11, 0.30710200000000004
H, 1, 24, 11, 0.212423
H, 2, 24, 11, 0.204356
H, 3, 24, 11, 0.20829899999999998
H, 4, 24, 11, 0.194847
H, 5, 24, 11, 0.25313
H, 6, 24, 11, 0.181923
H, 7, 24, 11, 0.18765099999999998
H, 8, 24, 11, 0.180988
H, 9, 24, 11, 0.18517499999999998
H, 10, 24, 11, 0.180669
H, 0, 24, 12, 0.238965
H, 1, 24, 12, 0.25936699999999996
H, 2, 24, 12, 0.20990799999999998
H, 3, 24, 12, 0.193643
H, 4, 24, 12, 0.182588
H, 5, 24, 12, 0.19131900000000002
H, 6, 24, 12, 0.18335500000000002
H, 7, 24, 12, 0.209089
H, 8, 24, 12, 0.18486499999999997
H, 9, 24, 12, 0.17616400000000002
H, 10, 24, 12, 0.18146700000000002
H, 11, 24, 12, 0.17804299999999998
H, 0, 24, 13, 0.311873
H, 1, 24, 13, 0.22671899999999998
H, 2, 24, 13, 0.19348200000000002
H, 3, 24, 13, 0.19308200000000003
H, 4, 24, 13, 0.180546
H, 5, 24, 13, 0.18225999999999998
H, 6, 24, 13, 0.184779
H, 7, 24, 13, 0.18732700000000002
H, 8, 24, 13, 0.187643
H, 9, 24, 13, 0.18027200000000002
H, 10, 24, 13, 0.173408
H, 11, 24, 13, 0.180697
H, 12, 24, 13, 0.177835
H, 0, 24, 14, 0.267765
H, 1, 24, 14, 0.26464499999999996
H, 2, 24, 14, 0.20195899999999997
H, 3, 24, 14, 0.194104
H, 4, 24, 14, 0.19182000000000002
H, 5, 24, 14, 0.19008899999999998
H, 6, 24, 14, 0.18585100000000002
H, 7, 24, 14, 0.22588799999999998
H, 8, 24, 14, 0.187043
H, 9, 24, 14, 0.180386
H, 10, 24, 14, 0.185403
H, 11, 24, 14, 0.179758
H, 12, 24, 14, 0.182282
H, 13, 24, 14, 0.17367400000000002
H, 0, 24, 15, 0.29001200000000005
H, 1, 24, 15, 0.223435
H, 2, 24, 15, 0.200931
H, 3, 24, 15, 0.20089500000000002
H, 4, 24, 15, 0.19515600000000002
H, 5, 24, 15, 0.19689600000000002
H, 6, 24, 15, 0.203486
H, 7, 24, 15, 0.204341
H, 8, 24, 15, 0.19736
H, 9, 24, 15, 0.1908
H, 10, 24, 15, 0.18382300000000001
H, 11, 24, 15, 0.183448
H, 12, 24, 15, 0.239921
H, 13, 24, 15, 0.19575499999999998
H, 14, 24, 15, 0.19217499999999998
H, 0, 24, 16, 0.264945
H, 1, 24, 16, 0.257208
H, 2, 24, 16, 0.230831
H, 3, 24, 16, 0.219718
H, 4, 24, 16, 0.224134
H, 5, 24, 16, 0.22754699999999997
H, 6, 24, 16, 0.23214700000000002
H, 7, 24, 16, 0.22471499999999997
H, 8, 24, 16, 0.222763
H, 9, 24, 16, 0.213617
H, 10, 24, 16, 0.213623
H, 11, 24, 16, 0.211839
H, 12, 24, 16, 0.217829
H, 13, 24, 16, 0.20690299999999998
H, 14, 24, 16, 0.21046499999999999
H, 15, 24, 16, 0.207335
H, 0, 24, 17, 0.26240300000000005
H, 1, 24, 17, 0.24369700000000002
H, 2, 24, 17, 0.237896
H, 3, 24, 17, 0.23538699999999999
H, 4, 24, 17, 0.229532
H, 5, 24, 17, 0.236369
H, 6, 24, 17, 0.24433799999999997
H, 7, 24, 17, 0.23017300000000002
H, 8, 24, 17, 0.215615
H, 9, 24, 17, 0.22476400000000002
H, 10, 24, 17, 0.23994999999999997
H, 11, 24, 17, 0.220946
H, 12, 24, 17, 0.22727299999999998
H, 13, 24, 17, 0.21575299999999997
H, 14, 24, 17, 0.21569000000000002
H, 15, 24, 17, 0.220048
H, 16, 24, 17, 0.23016799999999998
H, 0, 24, 18, 0.394169
H, 1, 24, 18, 0.369974
H, 2, 24, 18, 0.343947
H, 3, 24, 18, 0.35734000000000005
H, 4, 24, 18, 0.33303
H, 5, 24, 18, 0.358312
H, 6, 24, 18, 0.353437
H, 7, 24, 18, 0.36004099999999994
H, 8, 24, 18, 0.329814
H, 9, 24, 18, 0.32759799999999994
H, 10, 24, 18, 0.324695
H, 11, 24, 18, 0.31840300000000005
H, 12, 24, 18, 0.31543
H, 13, 24, 18, 0.337379
H, 14, 24, 18, 0.325716
H, 15, 24, 18, 0.316766
H, 16, 24, 18, 0.31950100000000003
H, 17, 24, 18, 0.31272099999999997
H, 0, 25, 10, 0.410268
H, 1, 25, 10, 0.41829199999999994
H, 2, 25, 10, 0.32718499999999995
H, 3, 25, 10, 0.35217800000000005
H, 4, 25, 10, 0.297445
H, 5, 25, 10, 0.295846
H, 6, 25, 10, 0.302902
H, 7, 25, 10, 0.31333600000000006
H, 8, 25, 10, 0.301791
H, 9, 25, 10, 0.294992
H, 0, 25, 11, 0.5095750000000001
H, 1, 25, 11, 0.40876
H, 2, 25, 11, 0.34512800000000005
H, 3, 25, 11, 0.35706099999999996
H, 4, 25, 11, 0.342702
H, 5, 25, 11, 0.341504
H, 6, 25, 11, 0.311298
H, 7, 25, 11, 0.31955100000000003
H, 8, 25, 11, 0.30666299999999996
H, 9, 25, 11, 0.30718900000000005
H, 10, 25, 11, 0.298714
H, 0, 25, 12, 0.417094
H, 1, 25, 12, 0.412793
H, 2, 25, 12, 0.35846200000000006
H, 3, 25, 12, 0.361371
H, 4, 25, 12, 0.35536199999999996
H, 5, 25, 12, 0.331822
H, 6, 25, 12, 0.318813
H, 7, 25, 12, 0.32667799999999997
H, 8, 25, 12, 0.32383599999999996
H, 9, 25, 12, 0.30877699999999997
H, 10, 25, 12, 0.31304
H, 11, 25, 12, 0.326191
H, 0, 25, 13, 0.41813500000000003
H, 1, 25, 13, 0.385976
H, 2, 25, 13, 0.33393100000000003
H, 3, 25, 13, 0.337794
H, 4, 25, 13, 0.342593
H, 5, 25, 13, 0.317189
H, 6, 25, 13, 0.31810900000000003
H, 7, 25, 13, 0.32943
H, 8, 25, 13, 0.31801700000000005
H, 9, 25, 13, 0.3131189999999999
H, 10, 25, 13, 0.30934
H, 11, 25, 13, 0.30872099999999997
H, 12, 25, 13, 0.309918
H, 0, 25, 14, 0.5307540000000001
H, 1, 25, 14, 0.406835
H, 2, 25, 14, 0.355635
H, 3, 25, 14, 0.3253869999999999
H, 4, 25, 14, 0.32459000000000005
H, 5, 25, 14, 0.322538
H, 6, 25, 14, 0.315144
H, 7, 25, 14, 0.328814
H, 8, 25, 14, 0.341324
H, 9, 25, 14, 0.31656200000000007
H, 10, 25, 14, 0.32165699999999997
H, 11, 25, 14, 0.316122
H, 12, 25, 14, 0.30735399999999996
H, 13, 25, 14, 0.317771
H, 0, 25, 15, 0.655123
H, 1, 25, 15, 0.397643
H, 2, 25, 15, 0.35246800000000006
H, 3, 25, 15, 0.348985
H, 4, 25, 15, 0.3444
H, 5, 25, 15, 0.343887
H, 6, 25, 15, 0.34464700000000004
H, 7, 25, 15, 0.344873
H, 8, 25, 15, 0.332049
H, 9, 25, 15, 0.328342
H, 10, 25, 15, 0.32625699999999996
H, 11, 25, 15, 0.323667
H, 12, 25, 15, 0.44765600000000005
H, 13, 25, 15, 0.33263200000000004
H, 14, 25, 15, 0.318513
H, 0, 25, 16, 0.44672900000000004
H, 1, 25, 16, 0.42060100000000006
H, 2, 25, 16, 0.393154
H, 3, 25, 16, 0.37787699999999996
H, 4, 25, 16, 0.37229900000000005
H, 5, 25, 16, 0.39598099999999997
H, 6, 25, 16, 0.43477899999999997
H, 7, 25, 16, 0.39712699999999995
H, 8, 25, 16, 0.367411
H, 9, 25, 16, 0.36259899999999995
H, 10, 25, 16, 0.364193
H, 11, 25, 16, 0.360977
H, 12, 25, 16, 0.35833200000000004
H, 13, 25, 16, 0.358637
H, 14, 25, 16, 0.36072699999999996
H, 15, 25, 16, 0.35937600000000003
H, 0, 25, 17, 0.47290600000000005
H, 1, 25, 17, 0.430662
H, 2, 25, 17, 0.406397
H, 3, 25, 17, 0.38882
H, 4, 25, 17, 0.390631
H, 5, 25, 17, 0.40979699999999997
H, 6, 25, 17, 0.427202
